transcript	classification	median_mcr_mis_oe
ENST00000281171	B/LB	0.9303
ENST00000281172	B/LB	0.96411
ENST00000281182	P/LP	0.92338
ENST00000281182	B/LB	0.92338
ENST00000281243	P/LP	1.0006
ENST00000281405	P/LP	0.89844
ENST00000281405	B/LB	0.89844
ENST00000281513	P/LP	1.0318
ENST00000281513	B/LB	1.0318
ENST00000281543	B/LB	1.0198
ENST00000281828	P/LP	0.87424
ENST00000281828	B/LB	0.87424
ENST00000282020	P/LP	0.89979
ENST00000282020	B/LB	0.979595
ENST00000282041	P/LP	0.97203
ENST00000282041	B/LB	0.97203
ENST00000282276	P/LP	0.94362
ENST00000282276	B/LB	0.94362
ENST00000282572	P/LP	1.1381
ENST00000282572	B/LB	1.1381
ENST00000282841	P/LP	0.81545
ENST00000282903	P/LP	0.99387
ENST00000282903	B/LB	0.99387
ENST00000283249	P/LP	1.0393
ENST00000283249	B/LB	1.0393
ENST00000283635	P/LP	1.1259
ENST00000283635	B/LB	1.1259
ENST00000283646	P/LP	0.72656
ENST00000283646	B/LB	1.1427
ENST00000283871	P/LP	1.0149
ENST00000283871	B/LB	1.0149
ENST00000284061	P/LP	0.92663
ENST00000284061	B/LB	0.92663
ENST00000284154	P/LP	0.69192
ENST00000284669	P/LP	0.90877
ENST00000284669	B/LB	0.90877
ENST00000284885	B/LB	1.058
ENST00000284995	P/LP	1.1037
ENST00000284995	B/LB	1.1037
ENST00000285018	P/LP	0.83925
ENST00000285018	B/LB	0.83925
ENST00000285021	P/LP	0.97137
ENST00000285021	B/LB	0.97137
ENST00000285039	P/LP	1.0334
ENST00000285039	B/LB	1.0334
ENST00000285379	P/LP	0.91604
ENST00000285379	B/LB	0.91604
ENST00000285398	P/LP	0.83982
ENST00000285398	B/LB	0.83982
ENST00000285873	P/LP	1.0156
ENST00000285873	B/LB	1.0156
ENST00000285968	P/LP	0.89312
ENST00000285968	B/LB	0.89312
ENST00000286298	P/LP	0.91531
ENST00000286298	B/LB	0.91531
ENST00000286657	B/LB	0.96202
ENST00000286688	P/LP	1.0071
ENST00000286688	B/LB	1.0071
ENST00000287022	P/LP	1.2283
ENST00000287022	B/LB	0.81913
ENST00000287437	B/LB	0.72325
ENST00000287482	B/LB	0.95078
ENST00000287490	P/LP	1.2636
ENST00000287600	B/LB	0.75222
ENST00000287777	P/LP	1.0491
ENST00000287777	B/LB	1.0491
ENST00000287957	B/LB	0.7776
ENST00000288078	B/LB	0.94181
ENST00000288235	P/LP	0.98105
ENST00000288235	B/LB	0.98105
ENST00000288532	B/LB	1.0064
ENST00000288710	P/LP	0.9876
ENST00000288710	B/LB	0.9876
ENST00000288828	B/LB	1.1083
ENST00000288912	B/LB	0.92645
ENST00000289081	P/LP	1.0106
ENST00000289081	B/LB	1.0106
ENST00000289388	B/LB	0.98588
ENST00000289473	P/LP	0.40053
ENST00000289672	B/LB	0.9464
ENST00000290155	B/LB	0.96577
ENST00000290219	P/LP	0.87074
ENST00000290219	B/LB	0.87074
ENST00000290541	B/LB	0.94659
ENST00000290650	P/LP	0.82166
ENST00000290650	B/LB	0.89381
ENST00000290810	B/LB	0.87554
ENST00000290868	B/LB	0.9749
ENST00000291232	P/LP	0.97772
ENST00000291232	B/LB	0.97772
ENST00000291536	P/LP	0.98073
ENST00000291536	B/LB	0.98073
ENST00000291560	P/LP	1.0134
ENST00000291560	B/LB	1.0134
ENST00000291565	P/LP	0.82262
ENST00000291565	B/LB	0.82262
ENST00000291568	P/LP	0.98067
ENST00000291574	B/LB	0.93126
ENST00000291688	B/LB	1.0389
ENST00000292147	P/LP	0.8992
ENST00000292147	B/LB	0.8992
ENST00000292180	P/LP	0.89554
ENST00000292180	B/LB	0.89554
ENST00000292246	P/LP	0.92663
ENST00000292246	B/LB	0.92663
ENST00000293195	P/LP	0.9299
ENST00000293195	B/LB	0.9299
ENST00000293373	P/LP	0.8329
ENST00000293373	B/LB	0.8329
ENST00000293404	P/LP	0.89018
ENST00000293404	B/LB	0.89018
ENST00000293502	P/LP	0.95074
ENST00000293502	B/LB	0.95074
ENST00000293860	P/LP	0.99099
ENST00000294008	B/LB	1.0712
ENST00000294288	B/LB	0.99303
ENST00000294618	B/LB	0.91939
ENST00000294964	B/LB	1.097
ENST00000294973	P/LP	1.1192
ENST00000294973	B/LB	1.1192
ENST00000295030	B/LB	1.1201
ENST00000295050	B/LB	0.92804
ENST00000295206	B/LB	1.0631
ENST00000295240	P/LP	0.88664
ENST00000295408	P/LP	0.90041
ENST00000295408	B/LB	0.90041
ENST00000295522	B/LB	0.9277
ENST00000295666	B/LB	0.99357
ENST00000295709	B/LB	0.82395
ENST00000295770	B/LB	1.0897
ENST00000296051	P/LP	0.99234
ENST00000296051	B/LB	0.99234
ENST00000296135	B/LB	0.83673
ENST00000296137	B/LB	0.94016
ENST00000296215	B/LB	0.84935
ENST00000296280	P/LP	0.96947
ENST00000296280	B/LB	0.96947
ENST00000296292	P/LP	0.93087
ENST00000296292	B/LB	0.93087
ENST00000296327	B/LB	0.89439
ENST00000296343	B/LB	0.94411
ENST00000296387	P/LP	0.8449
ENST00000296387	B/LB	0.8449
ENST00000296388	P/LP	0.91193
ENST00000296388	B/LB	0.91193
ENST00000296484	P/LP	0.88206
ENST00000296484	B/LB	0.88206
ENST00000296498	B/LB	1.0016
ENST00000296522	P/LP	1.0557
ENST00000296522	B/LB	1.0557
ENST00000296589	P/LP	1.0715
ENST00000296589	B/LB	1.0715
ENST00000296597	P/LP	1.1033
ENST00000296597	B/LB	0.61839
ENST00000296684	P/LP	1.0726
ENST00000296684	B/LB	1.0726
ENST00000296805	B/LB	0.89277
ENST00000297135	P/LP	1.0911
ENST00000297135	B/LB	1.0911
ENST00000297323	B/LB	0.75946
ENST00000297350	P/LP	0.90596
ENST00000297350	B/LB	0.90596
ENST00000297423	B/LB	1.0385
ENST00000297440	P/LP	1.0768
ENST00000297440	B/LB	1.0768
ENST00000297578	B/LB	0.92848
ENST00000297598	B/LB	0.826
ENST00000297625	P/LP	1.0814
ENST00000297625	B/LB	1.0814
ENST00000297679	P/LP	0.84406
ENST00000297679	B/LB	0.84406
ENST00000297988	B/LB	0.90061
ENST00000298139	P/LP	0.9927
ENST00000298139	B/LB	0.9927
ENST00000298159	P/LP	0.65081
ENST00000298198	B/LB	0.76819
ENST00000298229	B/LB	1.0289
ENST00000298283	P/LP	1.1041
ENST00000298292	B/LB	1.1119
ENST00000298310	P/LP	0.92054
ENST00000298310	B/LB	0.91951
ENST00000298351	B/LB	0.78441
ENST00000298832	P/LP	0.97694
ENST00000298832	B/LB	0.97694
ENST00000298852	P/LP	0.266
ENST00000298854	P/LP	0.92781
ENST00000298854	B/LB	0.92781
ENST00000299106	P/LP	1.1627
ENST00000299106	B/LB	1.1627
ENST00000299166	B/LB	0.93325
ENST00000299192	P/LP	0.8267
ENST00000299192	B/LB	0.8267
ENST00000299204	B/LB	0.93013
ENST00000299238	P/LP	1.043
ENST00000299238	B/LB	1.043
ENST00000299299	P/LP	0.66092
ENST00000299299	B/LB	0.66092
ENST00000299314	P/LP	0.89426
ENST00000299314	B/LB	0.89426
ENST00000299339	P/LP	0.85818
ENST00000299427	P/LP	0.94395
ENST00000299427	B/LB	0.94395
ENST00000299506	B/LB	1.0548
ENST00000299518	P/LP	0.81529
ENST00000299518	B/LB	0.61353
ENST00000299687	B/LB	1.0231
ENST00000299886	B/LB	0.94475
ENST00000300026	P/LP	0.9824
ENST00000300026	B/LB	0.9824
ENST00000300452	P/LP	0.99208
ENST00000300452	B/LB	0.99208
ENST00000300456	P/LP	0.93265
ENST00000300456	B/LB	0.93265
ENST00000300584	B/LB	0.97042
ENST00000300658	P/LP	0.97628
ENST00000300658	B/LB	0.97628
ENST00000300692	B/LB	0.96818
ENST00000300849	B/LB	0.991455
ENST00000300917	B/LB	0.74816
ENST00000301019	P/LP	1.1861
ENST00000301019	B/LB	1.1861
ENST00000301149	P/LP	0.95977
ENST00000301149	B/LB	0.95977
ENST00000301215	P/LP	0.9102
ENST00000301215	B/LB	0.9102
ENST00000301244	P/LP	0.82562
ENST00000301244	B/LB	0.82562
ENST00000301305	P/LP	1.1491
ENST00000301305	B/LB	1.1491
ENST00000301458	B/LB	1.0295
ENST00000301732	P/LP	0.98057
ENST00000301732	B/LB	0.98057
ENST00000301838	P/LP	0.86852
ENST00000301838	B/LB	0.86852
ENST00000302262	P/LP	1.0342
ENST00000302262	B/LB	1.0342
ENST00000302445	P/LP	1.0815
ENST00000302445	B/LB	1.0815
ENST00000302450	P/LP	1.0425
ENST00000302450	B/LB	1.0425
ENST00000302632	P/LP	0.87296
ENST00000302632	B/LB	0.87296
ENST00000302649	B/LB	1.0167
ENST00000302746	P/LP	0.72985
ENST00000302746	B/LB	0.72985
ENST00000302787	P/LP	0.77112
ENST00000302787	B/LB	1.1351
ENST00000302804	B/LB	0.86642
ENST00000302819	B/LB	0.95068
ENST00000303071	P/LP	0.99777
ENST00000303071	B/LB	0.99777
ENST00000303088	P/LP	0.85889
ENST00000303088	B/LB	0.85889
ENST00000303115	P/LP	1.1836
ENST00000303115	B/LB	1.1836
ENST00000303236	P/LP	0.85632
ENST00000303236	B/LB	0.85632
ENST00000303319	P/LP	0.94822
ENST00000303319	B/LB	0.94822
ENST00000303329	B/LB	0.87094
ENST00000303372	P/LP	0.92527
ENST00000303372	B/LB	0.92527
ENST00000303645	P/LP	1.0917
ENST00000304043	P/LP	0.92699
ENST00000304062	B/LB	1.2833
ENST00000304414	B/LB	0.71281
ENST00000304511	B/LB	1.0687
ENST00000304546	P/LP	0.95629
ENST00000304546	B/LB	0.95629
ENST00000304593	B/LB	0.94914
ENST00000304863	B/LB	0.76368
ENST00000304874	P/LP	0.86547
ENST00000304874	B/LB	0.86547
ENST00000304883	P/LP	0.94308
ENST00000304883	B/LB	0.94308
ENST00000304895	P/LP	0.75123
ENST00000304895	B/LB	0.881315
ENST00000305188	P/LP	1.0085
ENST00000305188	B/LB	1.0085
ENST00000305242	P/LP	0.98419
ENST00000305242	B/LB	0.98419
ENST00000305626	P/LP	0.86713
ENST00000305626	B/LB	0.86713
ENST00000305784	B/LB	1.0993
ENST00000305866	B/LB	0.90515
ENST00000306125	P/LP	0.96869
ENST00000306125	B/LB	0.96869
ENST00000306243	P/LP	0.90821
ENST00000306243	B/LB	0.90821
ENST00000306268	P/LP	0.98249
ENST00000306268	B/LB	0.98029
ENST00000306312	P/LP	0.85115
ENST00000306312	B/LB	0.85115
ENST00000306317	P/LP	0.91426
ENST00000306317	B/LB	0.91426
ENST00000306385	P/LP	1.1643
ENST00000306385	B/LB	0.84212
ENST00000306467	P/LP	1.0643
ENST00000306467	B/LB	1.0643
ENST00000306645	B/LB	0.97904
ENST00000306721	P/LP	0.430955
ENST00000306721	B/LB	0.88967
ENST00000306869	B/LB	1.0429
ENST00000306984	P/LP	1.1869
ENST00000306984	B/LB	1.1869
ENST00000307126	B/LB	1.0683
ENST00000307149	P/LP	0.93106
ENST00000307149	B/LB	0.93106
ENST00000307198	P/LP	0.94074
ENST00000307198	B/LB	0.94074
ENST00000307296	B/LB	0.98425
ENST00000307340	P/LP	1.0487
ENST00000307340	B/LB	1.0487
ENST00000307363	P/LP	0.93075
ENST00000307363	B/LB	0.93075
ENST00000307503	P/LP	1.0044
ENST00000307503	B/LB	1.0044
ENST00000307522	P/LP	1.0166
ENST00000307522	B/LB	1.0166
ENST00000307851	B/LB	0.92414
ENST00000307998	P/LP	0.83399
ENST00000307998	B/LB	0.83399
ENST00000308128	B/LB	1.0679
ENST00000308158	B/LB	1.1166
ENST00000308159	P/LP	0.89693
ENST00000308159	B/LB	0.89693
ENST00000308259	P/LP	0.86421
ENST00000308304	P/LP	0.94188
ENST00000308304	B/LB	0.94188
ENST00000308360	P/LP	0.88496
ENST00000308360	B/LB	0.88496
ENST00000308388	P/LP	0.89515
ENST00000308388	B/LB	0.89515
ENST00000308418	P/LP	1.2547
ENST00000308418	B/LB	1.2547
ENST00000308775	B/LB	0.81975
ENST00000308868	P/LP	0.67634
ENST00000308982	P/LP	0.96786
ENST00000308982	B/LB	0.96786
ENST00000309244	P/LP	0.8349
ENST00000309244	B/LB	0.8349
ENST00000309324	B/LB	1.058
ENST00000309922	B/LB	0.94457
ENST00000309971	P/LP	0.87809
ENST00000309971	B/LB	0.87809
ENST00000309983	B/LB	0.91991
ENST00000310018	P/LP	0.86843
ENST00000310018	B/LB	0.86843
ENST00000310109	P/LP	1.2195
ENST00000310109	B/LB	1.2195
ENST00000310123	P/LP	0.775595
ENST00000310123	B/LB	1.0587
ENST00000310193	P/LP	1.0908
ENST00000310193	B/LB	1.0908
ENST00000310256	P/LP	0.8648
ENST00000310256	B/LB	0.8648
ENST00000310301	P/LP	0.858
ENST00000310301	B/LB	0.858
ENST00000310325	P/LP	1.0159
ENST00000310325	B/LB	1.0159
ENST00000310373	B/LB	1.0695
ENST00000310574	P/LP	0.82805
ENST00000310574	B/LB	0.82805
ENST00000310715	B/LB	0.79564
ENST00000310775	P/LP	1.1175
ENST00000310775	B/LB	1.1175
ENST00000310803	B/LB	0.8555
ENST00000310823	B/LB	0.784435
ENST00000310864	B/LB	0.92219
ENST00000310903	B/LB	0.94638
ENST00000310942	B/LB	1.0773
ENST00000311014	P/LP	0.8566
ENST00000311014	B/LB	0.8566
ENST00000311124	B/LB	1.005
ENST00000311181	P/LP	0.82525
ENST00000311181	B/LB	0.82525
ENST00000311485	P/LP	0.98963
ENST00000311485	B/LB	0.98963
ENST00000311597	P/LP	0.93256
ENST00000311597	B/LB	0.93256
ENST00000311601	P/LP	0.76764
ENST00000311601	B/LB	0.99372
ENST00000311623	P/LP	0.97385
ENST00000311635	P/LP	0.67478
ENST00000311635	B/LB	0.672895
ENST00000311893	P/LP	1.0971
ENST00000311893	B/LB	1.0971
ENST00000311895	P/LP	1.076
ENST00000311895	B/LB	1.076
ENST00000311946	P/LP	0.86225
ENST00000311946	B/LB	0.86225
ENST00000312106	B/LB	0.88017
ENST00000312150	P/LP	0.98488
ENST00000312150	B/LB	0.98488
ENST00000312184	P/LP	1.037
ENST00000312184	B/LB	1.037
ENST00000312358	B/LB	0.97225
ENST00000312438	B/LB	0.81803
ENST00000312938	B/LB	1.0316
ENST00000313468	P/LP	0.85396
ENST00000313511	P/LP	0.80232
ENST00000313511	B/LB	0.80232
ENST00000313546	P/LP	0.96978
ENST00000313546	B/LB	0.96978
ENST00000313597	B/LB	0.84117
ENST00000313608	B/LB	1.0223
ENST00000313766	P/LP	0.94783
ENST00000313766	B/LB	1.1224
ENST00000314067	P/LP	1.0304
ENST00000314067	B/LB	1.0304
ENST00000314128	P/LP	0.72851
ENST00000314128	B/LB	0.72851
ENST00000314133	B/LB	0.80369
ENST00000314134	P/LP	0.88178
ENST00000314134	B/LB	0.88178
ENST00000314191	P/LP	0.92311
ENST00000314191	B/LB	0.95171
ENST00000314218	P/LP	0.90079
ENST00000314218	B/LB	0.90079
ENST00000314256	B/LB	0.83788
ENST00000314392	P/LP	0.90739
ENST00000314392	B/LB	0.90739
ENST00000314606	P/LP	0.8871
ENST00000314606	B/LB	0.8871
ENST00000314622	B/LB	0.96999
ENST00000314641	P/LP	0.97137
ENST00000314673	B/LB	0.9539
ENST00000314742	B/LB	1.0802
ENST00000315127	B/LB	0.81959
ENST00000315212	P/LP	1.0635
ENST00000315212	B/LB	1.0635
ENST00000315467	P/LP	0.82294
ENST00000315579	B/LB	0.89186
ENST00000315758	P/LP	0.97076
ENST00000315758	B/LB	0.97076
ENST00000315765	B/LB	1.015
ENST00000316149	P/LP	0.97938
ENST00000316149	B/LB	0.97938
ENST00000316273	B/LB	0.91615
ENST00000316386	B/LB	0.85824
ENST00000316423	P/LP	0.76711
ENST00000316423	B/LB	0.76711
ENST00000316724	P/LP	0.81847
ENST00000316724	B/LB	0.81847
ENST00000316824	B/LB	1.1251
ENST00000316891	P/LP	0.89556
ENST00000316891	B/LB	0.89556
ENST00000317357	B/LB	1.017855
ENST00000317615	B/LB	0.99014
ENST00000317799	P/LP	0.85934
ENST00000317799	B/LB	0.85934
ENST00000317995	P/LP	0.73608
ENST00000317995	B/LB	0.89947
ENST00000318003	B/LB	0.91839
ENST00000318037	B/LB	1.0622
ENST00000318080	B/LB	0.8797
ENST00000318130	B/LB	1.0883
ENST00000318158	P/LP	0.87361
ENST00000318158	B/LB	0.87361
ENST00000318247	B/LB	0.79745
ENST00000318388	P/LP	1.0344
ENST00000318388	B/LB	1.0344
ENST00000318430	B/LB	0.97484
ENST00000318471	P/LP	0.98421
ENST00000318471	B/LB	0.98421
ENST00000318507	P/LP	0.77991
ENST00000318507	B/LB	0.77991
ENST00000318562	B/LB	1.1922
ENST00000318579	P/LP	1.0023
ENST00000318579	B/LB	1.0023
ENST00000318584	P/LP	1.0593
ENST00000318584	B/LB	1.0593
ENST00000318596	P/LP	0.82485
ENST00000318596	B/LB	0.82485
ENST00000318911	P/LP	1.0488
ENST00000318911	B/LB	1.0488
ENST00000319004	P/LP	1.0352
ENST00000319004	B/LB	1.0352
ENST00000319006	P/LP	1.1391
ENST00000319006	B/LB	1.1391
ENST00000319017	P/LP	0.87661
ENST00000319017	B/LB	0.87661
ENST00000319023	P/LP	0.90568
ENST00000319023	B/LB	0.90568
ENST00000319190	P/LP	1.2004
ENST00000319190	B/LB	1.2004
ENST00000319332	P/LP	1.0834
ENST00000319332	B/LB	1.0834
ENST00000319363	P/LP	1.0908
ENST00000319363	B/LB	1.0908
ENST00000319441	B/LB	0.96928
ENST00000319653	P/LP	0.94852
ENST00000319653	B/LB	1.0329
ENST00000319974	B/LB	0.73218
ENST00000320005	P/LP	1.0723
ENST00000320005	B/LB	1.0723
ENST00000320031	P/LP	0.75787
ENST00000320031	B/LB	0.84297
ENST00000320172	B/LB	0.85679
ENST00000320393	P/LP	1.0035
ENST00000320393	B/LB	1.0035
ENST00000320516	B/LB	0.94431
ENST00000320560	B/LB	0.85184
ENST00000320785	P/LP	0.82989
ENST00000320785	B/LB	0.82989
ENST00000320954	P/LP	1.1482
ENST00000320954	B/LB	1.1482
ENST00000321105	P/LP	0.85913
ENST00000321105	B/LB	0.85913
ENST00000321264	P/LP	0.96832
ENST00000321264	B/LB	0.96832
ENST00000321556	P/LP	0.95771
ENST00000321556	B/LB	0.95771
ENST00000321562	P/LP	0.93762
ENST00000321562	B/LB	0.93762
ENST00000321612	P/LP	1.0937
ENST00000321612	B/LB	1.0937
ENST00000321731	B/LB	1.107
ENST00000321878	P/LP	1.007
ENST00000321878	B/LB	1.007
ENST00000321998	P/LP	1.0498
ENST00000321998	B/LB	1.0498
ENST00000322048	B/LB	1.3494
ENST00000322344	P/LP	1.2832
ENST00000322344	B/LB	1.2832
ENST00000322347	B/LB	0.81559
ENST00000322776	P/LP	0.89861
ENST00000322776	B/LB	0.89861
ENST00000322927	P/LP	1.0306
ENST00000322927	B/LB	1.0306
ENST00000322937	B/LB	1.0433
ENST00000323030	P/LP	1.1455
ENST00000323030	B/LB	1.1455
ENST00000323084	P/LP	1.0851
ENST00000323084	B/LB	1.0851
ENST00000323584	B/LB	0.98164
ENST00000323699	P/LP	0.89505
ENST00000323699	B/LB	0.89505
ENST00000323703	B/LB	1.0615
ENST00000323798	B/LB	0.88529
ENST00000323851	P/LP	0.92905
ENST00000323851	B/LB	0.92905
ENST00000323929	P/LP	0.93328
ENST00000323929	B/LB	0.93328
ENST00000324109	B/LB	0.95815
ENST00000324266	P/LP	1.0832
ENST00000324266	B/LB	1.0832
ENST00000324436	B/LB	1.0533
ENST00000324444	B/LB	0.95576
ENST00000324464	P/LP	0.88715
ENST00000324464	B/LB	0.88715
ENST00000324472	B/LB	1.2064
ENST00000324849	B/LB	1.277
ENST00000324868	P/LP	1.0036
ENST00000324868	B/LB	1.0036
ENST00000324894	P/LP	1.0084
ENST00000324894	B/LB	1.0084
ENST00000325318	B/LB	0.76129
ENST00000325385	P/LP	0.92376
ENST00000325385	B/LB	0.92376
ENST00000325455	B/LB	1.1363
ENST00000325542	B/LB	1.0436
ENST00000325599	P/LP	1.0803
ENST00000325599	B/LB	1.0803
ENST00000325631	B/LB	0.86429
ENST00000325656	P/LP	1.0721
ENST00000325656	B/LB	1.0721
ENST00000325686	B/LB	1.029
ENST00000325748	P/LP	0.84923
ENST00000325748	B/LB	0.84923
ENST00000325962	B/LB	1.0003
ENST00000326010	P/LP	0.98636
ENST00000326010	B/LB	0.98636
ENST00000326047	B/LB	0.86597
ENST00000326139	P/LP	1.0179
ENST00000326139	B/LB	1.0179
ENST00000326152	P/LP	0.77777
ENST00000326152	B/LB	0.77777
ENST00000326266	P/LP	1.0905
ENST00000326266	B/LB	1.0905
ENST00000326291	P/LP	1.0735
ENST00000326291	B/LB	1.0735
ENST00000326317	P/LP	0.92231
ENST00000326317	B/LB	0.92231
ENST00000326448	P/LP	0.87176
ENST00000326448	B/LB	0.87176
ENST00000326735	P/LP	0.87277
ENST00000326735	B/LB	0.87277
ENST00000326902	B/LB	1.0457
ENST00000326925	P/LP	1.0103
ENST00000327304	P/LP	1.0885
ENST00000327304	B/LB	1.0885
ENST00000327374	P/LP	0.9053
ENST00000327374	B/LB	0.9053
ENST00000327428	P/LP	0.83203
ENST00000327428	B/LB	0.83203
ENST00000327475	B/LB	0.92137
ENST00000327532	B/LB	0.97512
ENST00000327606	P/LP	0.95106
ENST00000327606	B/LB	0.95106
ENST00000327628	B/LB	0.91361
ENST00000327720	P/LP	0.94273
ENST00000327720	B/LB	0.94273
ENST00000327726	B/LB	1.3959
ENST00000327772	P/LP	1.0398
ENST00000327772	B/LB	1.0398
ENST00000328194	P/LP	0.72201
ENST00000328194	B/LB	0.72201
ENST00000328195	P/LP	0.72506
ENST00000328195	B/LB	0.72506
ENST00000328224	B/LB	1.0285
ENST00000328434	B/LB	1.0092
ENST00000328557	B/LB	0.96485
ENST00000328649	B/LB	0.97272
ENST00000328697	B/LB	1.0304
ENST00000328703	B/LB	0.98741
ENST00000328709	B/LB	0.97495
ENST00000328923	P/LP	0.80823
ENST00000328923	B/LB	0.80823
ENST00000329078	B/LB	1.3122
ENST00000329841	P/LP	0.71007
ENST00000329841	B/LB	0.970135
ENST00000329875	P/LP	0.99463
ENST00000329875	B/LB	0.99463
ENST00000330149	B/LB	1.1114
ENST00000330342	P/LP	0.88245
ENST00000330342	B/LB	0.88245
ENST00000330377	B/LB	1.0191
ENST00000330452	P/LP	0.59212
ENST00000330452	B/LB	0.70934
ENST00000330636	B/LB	1.1817
ENST00000330817	P/LP	0.94551
ENST00000330817	B/LB	0.94551
ENST00000330852	P/LP	0.98272
ENST00000330877	P/LP	0.98804
ENST00000330877	B/LB	0.98804
ENST00000331056	B/LB	0.92617
ENST00000331090	B/LB	1.0524
ENST00000331200	B/LB	0.9779
ENST00000331222	P/LP	1.1402
ENST00000331222	B/LB	1.1402
ENST00000331299	B/LB	1.005
ENST00000331314	P/LP	0.91949
ENST00000331314	B/LB	0.91949
ENST00000331334	B/LB	1.0829
ENST00000331373	B/LB	0.95064
ENST00000331456	B/LB	0.83013
ENST00000331565	B/LB	0.68732
ENST00000331782	P/LP	0.72785
ENST00000331782	B/LB	0.72785
ENST00000331830	B/LB	0.7876
ENST00000331872	P/LP	0.64622
ENST00000331872	B/LB	0.64622
ENST00000332180	P/LP	0.91291
ENST00000332180	B/LB	0.91291
ENST00000332509	P/LP	0.85666
ENST00000332509	B/LB	0.85666
ENST00000332512	P/LP	0.81218
ENST00000332512	B/LB	0.81218
ENST00000332780	B/LB	0.84198
ENST00000332782	P/LP	0.90576
ENST00000332782	B/LB	0.90576
ENST00000332843	B/LB	1.0859
ENST00000332884	P/LP	0.92532
ENST00000332884	B/LB	0.92532
ENST00000332896	P/LP	0.90698
ENST00000332896	B/LB	0.90698
ENST00000332958	P/LP	0.6882
ENST00000332958	B/LB	0.99125
ENST00000333213	P/LP	1.1543
ENST00000333213	B/LB	1.1543
ENST00000333371	P/LP	0.92449
ENST00000333371	B/LB	0.92449
ENST00000333676	B/LB	0.93438
ENST00000333891	B/LB	1.0467
ENST00000334126	P/LP	0.91661
ENST00000334126	B/LB	0.91661
ENST00000334134	P/LP	1.1286
ENST00000334134	B/LB	1.1286
ENST00000334268	P/LP	1.0881
ENST00000334268	B/LB	1.0881
ENST00000334418	B/LB	1.1346
ENST00000334456	P/LP	0.4679
ENST00000334456	B/LB	0.87732
ENST00000334464	B/LB	1.0043
ENST00000334571	P/LP	0.91474
ENST00000334571	B/LB	0.91474
ENST00000334583	P/LP	0.96759
ENST00000334583	B/LB	0.90425
ENST00000334690	P/LP	0.91137
ENST00000334690	B/LB	0.91137
ENST00000334815	P/LP	1.0706
ENST00000334815	B/LB	1.0706
ENST00000334889	B/LB	1.0517
ENST00000334928	B/LB	1.0695
ENST00000334976	B/LB	1.124
ENST00000334982	P/LP	0.74414
ENST00000335251	P/LP	0.96079
ENST00000335251	B/LB	0.96079
ENST00000335312	P/LP	0.47975
ENST00000335312	B/LB	0.78726
ENST00000335449	P/LP	1.0948
ENST00000335449	B/LB	1.0948
ENST00000335472	P/LP	0.66758
ENST00000335472	B/LB	0.66758
ENST00000335473	P/LP	0.97699
ENST00000335473	B/LB	0.97699
ENST00000335606	P/LP	1.017
ENST00000335606	B/LB	1.017
ENST00000335725	P/LP	0.972
ENST00000335725	B/LB	0.972
ENST00000336174	B/LB	0.80587
ENST00000336233	P/LP	0.94867
ENST00000336233	B/LB	0.94867
ENST00000336338	P/LP	0.97304
ENST00000336338	B/LB	0.97304
ENST00000336356	P/LP	0.93709
ENST00000336356	B/LB	0.93709
ENST00000336454	P/LP	0.9051
ENST00000336454	B/LB	0.9051
ENST00000336576	P/LP	0.85402
ENST00000336576	B/LB	0.85402
ENST00000336615	P/LP	1.0999
ENST00000336615	B/LB	1.0999
ENST00000336617	P/LP	1.0021
ENST00000336617	B/LB	1.0021
ENST00000336751	P/LP	1.0344
ENST00000336751	B/LB	1.0344
ENST00000336787	P/LP	1.0386
ENST00000336787	B/LB	1.0386
ENST00000336832	B/LB	0.99891
ENST00000336868	B/LB	0.78036
ENST00000336890	B/LB	0.80015
ENST00000337130	P/LP	1.0964
ENST00000337331	P/LP	0.87789
ENST00000337331	B/LB	1.0055
ENST00000337514	B/LB	0.57749
ENST00000337653	P/LP	0.88591
ENST00000337653	B/LB	1.0616
ENST00000337743	P/LP	0.82714
ENST00000337979	B/LB	0.99253
ENST00000338037	P/LP	0.64127
ENST00000338037	B/LB	0.82295
ENST00000338121	B/LB	0.82571
ENST00000338134	P/LP	0.9181
ENST00000338134	B/LB	0.9181
ENST00000338193	B/LB	0.75924
ENST00000338366	P/LP	0.71671
ENST00000338523	P/LP	0.91937
ENST00000338523	B/LB	0.91937
ENST00000338625	P/LP	0.84653
ENST00000338625	B/LB	0.84653
ENST00000338639	P/LP	0.98287
ENST00000338639	B/LB	0.98287
ENST00000338700	P/LP	0.69582
ENST00000338700	B/LB	0.69582
ENST00000339157	P/LP	1.0034
ENST00000339157	B/LB	1.0034
ENST00000339561	B/LB	1.0456
ENST00000339754	B/LB	0.78286
ENST00000339764	B/LB	0.96283
ENST00000339818	P/LP	1.2085
ENST00000339818	B/LB	1.2085
ENST00000339876	B/LB	0.76078
ENST00000339996	P/LP	0.84562
ENST00000340010	P/LP	0.99429
ENST00000340010	B/LB	0.99429
ENST00000340124	P/LP	0.77052
ENST00000340124	B/LB	0.77052
ENST00000340533	P/LP	0.97055
ENST00000340533	B/LB	0.97055
ENST00000340611	P/LP	1.0954
ENST00000340611	B/LB	1.0954
ENST00000340650	P/LP	1.006
ENST00000340650	B/LB	1.006
ENST00000340692	P/LP	0.88506
ENST00000340692	B/LB	1.06
ENST00000340827	P/LP	0.89351
